Designator,Mid X,Mid Y,Rotation,Layer
SW1,221.4675,-101.78,90.0,top
SW2,236.4675,-101.78,90.0,top
SW3,251.4675,-101.78,90.0,top
SW4,146.4675,-101.78,90.0,top
